index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
121108,1029,2,19/08/2014,913,1,1,0,1,8766.297496001236
418227,746,6,03/08/2013,495,1,0,0,1,4520.93412196514
674106,497,2,02/07/2013,1311,1,1,0,0,11024.918274879747
545439,668,4,16/01/2014,910,1,0,0,0,7078.440190331778
46522,23,1,07/04/2014,401,1,0,0,0,4416.810519524675
514992,57,4,06/03/2014,1134,1,1,0,0,9872.343639295432
152274,686,6,14/06/2014,327,1,0,0,0,3552.1459596196073
51467,751,6,13/12/2014,645,1,0,0,0,5669.811618818843
39651,552,3,26/03/2014,622,1,0,0,0,5500.225321503123
556075,1099,6,19/04/2014,1617,1,0,0,0,11246.272356370813
146243,34,1,12/01/2015,1059,1,1,0,0,9736.817308367463
548407,93,1,25/11/2013,608,1,0,0,0,5760.154554664681
21244,121,4,25/09/2014,424,1,0,0,0,4484.074977016018
648715,253,1,12/08/2013,1146,1,1,0,1,10220.17123621545
296275,55,2,24/09/2013,471,1,1,0,0,6076.668488132476
652413,702,4,17/10/2013,262,1,0,0,0,3303.0500725964084
683183,341,5,14/02/2014,735,1,0,0,0,6019.137225566374
579938,902,7,22/06/2014,0,0,0,0,0,0.0
330149,846,2,23/09/2014,875,1,0,0,0,7268.097956813523
520661,570,2,14/07/2015,649,1,1,0,1,7341.028479289031
43005,168,4,14/03/2013,673,1,0,0,0,5635.429965744086
543406,264,7,05/01/2014,0,0,0,0,0,0.0
182740,1055,5,22/08/2014,1033,1,1,0,1,9256.706924646685
656470,152,6,11/07/2015,385,1,0,0,0,4156.99085367372
578724,518,5,31/05/2013,702,1,1,0,1,7088.293011300848
355687,318,1,03/03/2014,923,1,1,0,0,8789.055062783009
519747,179,4,06/11/2014,1076,1,1,0,0,9770.453506165417
623846,664,5,08/03/2013,603,1,1,0,0,6345.075534957927
286956,1099,3,20/11/2013,924,1,1,0,0,8657.833131149819
423586,31,6,03/01/2015,561,1,0,0,0,5036.34041272325
53189,67,5,29/11/2013,848,1,0,0,0,6907.607641443552
39228,463,6,09/03/2013,528,1,0,0,0,4554.981585214788
16309,1109,6,02/02/2013,338,1,0,0,0,3273.1827088266145
295583,493,1,24/11/2014,968,1,1,0,0,9315.054535738076
300713,495,6,18/07/2015,416,1,0,0,0,4299.166592013498
106137,347,1,18/08/2014,410,1,1,0,1,5894.014658453001
279928,1095,2,04/11/2014,740,1,1,0,0,7757.4696832563495
562482,990,2,07/04/2015,561,1,0,0,1,5356.307175343973
515468,960,2,12/11/2013,415,1,0,0,0,4380.235872710124
514760,750,5,15/02/2013,335,1,0,0,1,3435.0076669623377
565012,371,5,23/05/2014,527,1,1,0,0,6146.186997619632
486705,790,7,30/11/2014,0,0,0,0,0,0.0
200942,760,1,06/04/2015,0,0,0,b,1,0.0
460444,956,7,12/04/2015,0,0,0,0,0,0.0
286150,495,7,08/12/2013,0,0,0,0,0,0.0
37796,771,6,08/03/2014,526,1,0,0,0,4642.452314403607
488700,652,3,08/05/2013,708,1,0,0,0,5919.53535762016
486296,89,1,02/02/2015,695,1,1,0,0,7550.942844063742
140243,298,1,26/01/2015,737,1,1,0,0,7754.872463846696
283744,530,6,14/06/2014,833,1,0,0,0,6641.1591112091555
386763,495,3,21/01/2015,325,1,0,0,0,3783.5892059757607
54909,343,3,14/05/2014,581,1,0,0,0,5342.225923759106
477820,1112,6,30/11/2013,804,1,0,0,0,6412.551119669515
181661,954,6,12/10/2013,919,1,0,0,0,7089.16842876951
208928,501,6,05/04/2014,412,1,0,0,0,4022.299937733158
691266,100,2,10/02/2015,636,1,0,0,0,5831.01294798567
403919,885,3,06/08/2014,856,1,1,0,1,8356.387457598525
399385,270,4,14/11/2013,1055,1,0,0,0,8202.958796130144
364605,875,7,22/02/2015,0,0,0,0,0,0.0
525636,517,3,09/10/2013,702,1,1,0,0,7357.050866868463
702738,170,7,18/08/2013,0,0,0,0,0,0.0
31582,497,5,13/12/2013,1173,1,0,0,0,8839.966335502744
517032,1058,1,08/04/2013,882,1,1,0,0,8325.40481470665
613953,234,5,26/09/2014,840,1,0,0,0,6911.172747597622
296711,543,6,01/03/2014,135,1,0,0,0,2301.9811166816507
183566,54,4,05/06/2014,733,1,1,0,1,7585.245779431076
509499,461,6,08/06/2013,519,1,0,0,0,4600.389085766452
315699,305,1,04/08/2014,724,1,1,0,1,7795.460077139956
429300,400,5,25/01/2013,1082,1,1,0,0,9228.40089637792
339819,257,6,07/03/2015,372,1,0,0,0,3927.3059187064064
567791,1077,7,03/11/2013,0,0,0,0,0,0.0
523942,855,3,17/07/2013,673,1,1,0,0,7036.667549017991
373676,240,3,03/04/2013,452,1,0,0,1,4434.410281689605
20083,620,2,13/01/2015,737,1,1,0,0,7623.193043183128
82242,130,1,21/10/2013,644,1,1,0,1,7267.28969396936
405644,246,4,15/01/2015,893,1,1,0,0,8467.154242054734
625894,971,6,23/03/2013,1010,1,0,0,0,7410.332768708118
528559,213,2,22/07/2014,528,1,0,0,1,5232.114030909899
533867,208,4,17/01/2013,292,1,0,0,0,3255.5014020997914
611606,876,5,07/02/2014,984,1,1,0,1,8777.078541591007
256060,428,4,05/09/2013,395,1,0,0,1,4151.707571178791
521058,263,3,20/05/2015,378,1,1,0,0,5558.173576366389
268737,49,2,08/01/2013,503,1,1,0,0,5995.634942630073
249892,803,5,18/10/2013,437,1,0,0,1,4314.335085112427
135778,578,2,15/07/2014,1009,1,1,0,1,9377.573507147783
534397,964,4,11/06/2015,1093,1,0,0,0,8453.64318071655
221395,213,7,17/02/2013,0,0,0,0,0,0.0
586714,170,2,22/01/2013,625,1,1,0,0,6725.089422080375
44943,1028,1,29/12/2014,564,1,0,0,1,5581.752380283258
144841,1084,6,07/06/2014,829,1,0,0,0,6533.245725940447
276848,994,3,01/10/2014,508,1,1,0,0,6252.795662679942
146854,1029,3,17/09/2014,905,1,1,0,0,8628.915162405348
272726,350,4,31/01/2013,457,1,0,0,0,4242.52039765619
613684,233,4,11/09/2014,871,1,0,0,0,7169.331090048829
486455,1022,1,14/07/2014,999,1,1,0,1,9330.629000511544
462519,203,5,08/03/2013,833,1,1,0,0,7805.431577994954
589108,706,6,11/01/2014,620,1,0,0,0,5156.3121705861995
256853,1092,2,05/03/2013,1248,1,1,0,0,10425.323876304552
497025,435,6,01/11/2014,0,0,0,a,0,0.0
328720,634,2,21/10/2014,754,1,1,0,1,7927.55491912557
268300,114,6,22/11/2014,715,1,0,0,0,6157.353450775554
159624,966,6,17/05/2014,463,1,0,0,0,4304.182857556036
17339,110,5,04/04/2014,551,1,1,0,0,6285.632070398133
264560,305,1,10/03/2014,471,1,0,0,0,4768.578793561843
521704,295,2,26/11/2013,553,1,0,0,0,5320.012658660533
603372,457,5,05/04/2013,362,1,0,0,1,3702.301863100729
459060,610,5,04/01/2013,513,1,0,0,1,4494.6022040796815
82450,844,3,15/01/2014,491,1,0,0,0,4591.481740817369
119137,1062,7,05/07/2015,0,0,0,0,0,0.0
700535,584,2,29/10/2013,337,1,0,0,0,3937.5239301812253
227882,331,4,12/02/2015,745,1,0,0,0,6302.886294328899
698640,363,6,05/04/2014,803,1,0,0,0,6411.781951289449
145196,1027,4,17/10/2013,1413,1,0,0,0,10231.59034150315
22112,914,3,13/05/2015,1134,1,0,0,0,8755.236345419427
102536,274,3,17/07/2013,753,1,1,0,1,7648.27448941482
347010,488,4,15/08/2013,412,1,1,0,0,5461.947110783891
118377,1096,1,15/04/2013,535,1,0,0,0,4933.905402199191
633197,74,3,05/02/2014,871,1,1,0,0,8320.3236591171
325236,791,3,26/06/2013,659,1,0,0,0,5645.638423098251
331825,882,2,08/01/2013,1248,1,1,0,0,10390.426978594915
556346,562,1,12/01/2015,3461,1,1,0,0,24217.52334257908
292520,245,2,30/12/2014,1011,1,0,0,1,8325.94131342764
263176,609,6,14/02/2015,312,1,0,0,0,3483.2955288382946
337515,305,5,22/05/2015,623,1,1,0,0,6881.506209909217
394746,921,2,28/10/2014,1086,1,0,0,1,8615.092206788657
586497,238,5,19/06/2015,1090,1,1,0,0,9753.114714138326
507123,639,1,02/09/2013,466,1,0,0,1,4784.636261003499
516756,1028,2,24/12/2013,437,1,0,0,1,4586.615805406531
427465,391,1,22/07/2013,585,1,0,0,1,5485.561405547196
251527,494,5,30/01/2015,1312,1,1,0,0,10900.511013375479
80365,219,1,05/01/2015,528,1,1,0,1,6531.330471169087
281442,26,7,03/08/2014,0,0,0,0,0,0.0
262022,695,2,21/07/2015,434,1,0,0,1,4736.942237416864
446560,251,3,04/06/2014,2451,1,1,0,0,18003.141894616187
68272,1023,3,25/12/2013,0,0,0,c,1,0.0
499416,870,6,31/08/2013,632,1,0,0,0,5305.418103021104
270928,225,1,07/07/2014,491,1,0,0,0,5033.306419334025
400409,341,7,19/01/2014,0,0,0,0,0,0.0
172956,41,6,23/03/2013,334,1,0,0,0,3447.6912337112008
154383,971,4,02/07/2015,1134,1,1,0,0,10016.52113897755
145034,476,7,18/08/2013,0,0,0,0,0,0.0
227208,932,1,14/04/2014,809,1,1,0,1,8091.949810585647
651287,200,1,02/03/2015,1193,1,1,0,0,10586.366956523096
335754,537,2,09/09/2014,587,1,0,0,1,5602.7364846763085
71518,993,4,19/02/2015,730,1,1,0,1,7450.138728153543
118628,25,6,12/04/2014,1261,1,0,0,0,9239.922512993799
13996,915,1,01/04/2013,0,0,0,b,1,0.0
669896,885,1,14/01/2013,555,1,0,0,0,4984.8019923422835
483886,781,3,11/12/2013,850,1,0,0,0,6996.913924963446
380450,748,2,14/01/2014,319,1,0,0,0,3640.6468341762084
659464,58,5,06/03/2015,583,1,1,0,0,6599.289708192227
579851,383,4,07/02/2013,2394,1,1,0,0,17283.901410284452
500977,13,4,09/05/2013,0,0,0,a,0,0.0
26111,731,6,19/10/2013,759,1,0,0,0,6155.454635305621
702014,460,5,04/10/2013,446,1,0,0,0,4367.807352980366
293511,400,1,22/07/2013,1137,1,0,0,1,8829.552220179932
64831,834,3,13/02/2013,631,1,0,0,0,5329.138379160198
415869,673,1,21/01/2013,560,1,1,0,0,6336.319079513254
586443,66,1,28/07/2014,553,1,1,0,0,6730.165111825278
401205,1073,3,12/02/2014,911,1,0,0,0,7135.566566621303
77747,485,5,20/12/2013,589,1,1,0,0,6593.11918224243
651032,438,7,02/11/2014,0,0,0,0,0,0.0
61745,1100,3,06/05/2015,705,1,1,0,0,7411.633038264641
74591,773,3,21/01/2015,736,1,0,0,0,6234.281554167508
213823,161,4,20/02/2014,781,1,1,0,0,7692.204300584039
234080,759,5,03/05/2013,984,1,1,0,0,8704.456046921492
47396,723,1,13/07/2015,782,1,1,0,0,8159.685612885805
584810,344,1,05/01/2015,1297,1,1,0,1,11173.678051018098
686344,941,3,18/03/2015,583,1,1,0,0,6634.87578216166
98109,905,3,26/02/2014,950,1,0,0,0,7403.695426408958
138324,1005,1,23/02/2015,725,1,0,0,0,6325.100873878109
358809,682,2,04/06/2013,2018,1,1,0,0,15250.551609493792
126466,220,4,28/11/2013,583,1,0,0,0,5357.253359210445
228512,379,1,22/07/2013,427,1,0,0,1,4529.763737061236
440613,496,5,02/01/2015,857,1,0,0,1,6883.811138590099
26070,663,3,14/01/2015,638,1,1,0,0,6939.328771962086
700852,62,6,19/04/2014,508,1,0,0,0,4674.950018218136
427986,410,1,08/12/2014,789,1,0,0,0,6980.137439108337
2204,801,1,01/09/2014,687,1,1,0,0,7488.48795408837
386393,748,3,27/11/2013,412,1,0,0,0,4322.485086391505
281669,252,3,21/01/2015,625,1,0,0,0,5636.726557906019
418006,420,5,23/08/2013,314,1,0,0,1,3560.0490098465816
311648,965,3,03/04/2013,943,1,0,0,1,7305.460472900828
452308,26,5,30/08/2013,641,1,1,0,0,6846.242426554556
34808,767,2,26/03/2013,727,1,1,0,1,7369.088353744359
516709,343,1,27/04/2015,918,1,1,0,0,8946.03796330071
628340,917,3,24/09/2014,605,1,0,0,0,5543.883216610819
176526,642,5,13/12/2013,469,1,0,0,0,4552.599062894238
321165,215,2,17/09/2013,324,1,0,0,0,3872.0874503640807
48326,296,3,20/02/2013,789,1,1,0,0,7654.898178149073
347101,79,1,01/07/2013,702,1,1,0,0,7472.168776948005
102562,90,3,24/04/2013,1005,1,1,0,0,9062.59084353596
585405,915,5,02/08/2013,555,1,1,0,1,6224.7385448453715
150444,1068,2,16/09/2014,340,1,1,0,0,5276.910292497138
660035,568,7,01/06/2014,0,0,0,0,0,0.0
81944,105,1,27/05/2013,521,1,1,0,1,6361.710822346329
474413,619,4,05/09/2013,359,1,0,0,1,3905.990422484814
555052,691,5,19/04/2013,657,1,0,0,0,5420.902022933704
565381,722,5,26/07/2013,1239,1,0,0,1,9090.494328285567
216307,754,3,08/04/2015,778,1,0,0,1,6627.737091429066
692586,396,3,13/05/2015,1309,1,0,0,0,9890.496145392768
420054,190,6,28/03/2015,619,1,0,0,0,5445.186035028717
95175,112,2,07/07/2015,703,1,0,0,0,6400.706963425735
44194,459,7,20/04/2014,0,0,0,0,0,0.0
615812,422,7,20/04/2014,0,0,0,0,0,0.0
75996,609,4,17/01/2013,496,1,0,0,0,4433.971312919748
441502,995,7,07/07/2013,0,0,0,0,0,0.0
548818,941,4,25/06/2015,523,1,0,0,0,5010.13381866971
157805,328,7,16/03/2014,0,0,0,0,0,0.0
636567,940,6,28/02/2015,684,1,0,0,0,5697.540125778702
645112,558,1,02/06/2014,630,1,1,0,0,7078.434324794507
165731,1100,2,01/01/2013,0,0,0,a,1,0.0
445819,102,5,30/08/2013,1446,1,1,0,1,11756.818117520888
206928,808,3,24/07/2013,448,1,0,0,1,4439.774488837051
431762,681,4,29/05/2014,0,0,0,a,0,0.0
564519,932,3,25/06/2014,658,1,0,0,0,5763.254302988353
46941,1,7,16/11/2014,0,0,0,0,0,0.0
526161,311,2,25/06/2013,700,1,0,0,0,6041.0293725657975
643703,9,1,03/11/2014,894,1,1,0,0,8925.072888523398
594622,487,3,20/02/2013,594,1,1,0,0,6445.5924076335505
434826,389,4,09/10/2014,1418,1,1,0,0,11781.008842383162
566993,340,2,28/01/2014,626,1,0,0,0,5567.550598485861
149730,521,4,04/12/2014,517,1,1,0,0,6365.741158555786
668493,1003,7,03/11/2013,0,0,0,0,0,0.0
449698,325,5,02/05/2014,764,1,1,0,0,7577.791818328144
583753,247,5,13/12/2013,766,1,0,0,0,6409.477032912837
695519,379,3,10/04/2013,490,1,1,0,0,5892.305728073057
670018,780,7,12/07/2015,0,0,0,0,0,0.0
531135,646,5,25/10/2013,729,1,1,0,0,7354.237510028412
660835,500,4,26/06/2014,338,1,0,0,0,3808.5672488720156
375281,907,2,28/04/2015,923,1,1,0,0,8817.306547757762
260789,408,1,30/09/2013,427,1,0,0,0,4553.704744677176
555134,1084,3,09/10/2013,812,1,1,0,0,7941.911408436659
236022,222,1,06/07/2015,618,1,0,0,0,5947.409211775346
316164,817,4,20/11/2014,2932,1,0,0,0,19647.049322989595
368051,897,6,02/03/2013,426,1,0,0,0,3870.4647071592626
331561,928,1,18/08/2014,998,1,1,0,1,9373.682282489259
154177,1018,5,25/04/2014,1124,1,0,0,1,8394.680204968317
563488,429,7,30/03/2014,0,0,0,0,0,0.0
486260,902,6,11/05/2013,646,1,0,0,0,5274.663710389577
606724,814,6,04/05/2013,478,1,0,0,0,4265.449817593675
30335,299,3,03/12/2014,547,1,1,0,0,6657.259822182707
89569,694,5,04/10/2013,848,1,0,0,0,6770.30265663279
500130,588,7,03/03/2013,0,0,0,0,0,0.0
382069,854,1,08/12/2014,639,1,0,0,0,6007.057610559743
11037,463,3,26/11/2014,1096,1,1,0,0,9939.715276187344
670421,806,2,28/01/2014,425,1,0,0,0,4282.222320439003
583078,652,6,04/05/2013,518,1,0,0,0,4531.225791261357
24154,113,5,18/10/2013,663,1,0,0,0,5740.486137186119
643317,650,2,31/03/2015,614,1,1,0,1,6992.944134701218
314850,652,6,18/04/2015,525,1,0,0,0,4836.896340419014
522315,17,2,29/04/2014,1053,1,1,0,1,9632.48165787966
137734,585,7,06/04/2014,0,0,0,0,0,0.0
467053,829,6,02/11/2013,903,1,0,0,0,7038.240095107409
74559,449,3,09/04/2014,1504,1,0,0,0,10884.504806209763
230354,876,5,21/02/2014,933,1,1,0,0,8432.560522438202
134291,127,4,13/03/2014,557,1,0,0,0,5082.358833234059
25173,581,5,19/04/2013,550,1,0,0,0,4788.313571686624
397256,566,3,19/11/2014,508,1,0,0,0,5070.759957473958
509264,741,6,27/07/2013,763,1,0,0,1,6125.356066437787
182573,1098,3,29/10/2014,682,1,0,0,1,6063.509103119315
623284,595,3,24/12/2014,1193,1,0,0,1,9296.973304416577
676568,412,6,23/05/2015,1009,1,0,0,0,7840.793279393809
121255,294,6,14/09/2013,362,1,0,0,0,3776.4416659920244
420115,910,3,05/02/2014,582,1,1,0,1,6491.317130081239
348509,983,5,22/03/2013,1513,1,1,0,0,11821.495298555936
435273,748,5,20/06/2014,676,1,1,0,0,7026.584299299982
571394,929,2,07/04/2015,807,1,0,0,1,6855.939859876584
391699,458,2,25/02/2014,516,1,0,0,0,4915.681841277576
388,982,4,03/04/2014,718,1,1,0,0,7249.635261085699
404952,193,4,08/08/2013,731,1,0,0,1,6190.079252144555
639814,835,5,16/05/2014,635,1,0,0,0,5443.140867281938
152779,470,6,03/01/2015,1514,1,0,0,0,10748.498982090328
344562,746,2,17/12/2013,657,1,1,0,0,7200.655923265964
205747,615,2,11/06/2013,1129,1,0,0,0,8589.509620633617
258804,535,4,02/05/2013,1274,1,1,0,0,10571.942659185966
213970,482,1,19/05/2014,965,1,1,0,0,9095.362488233019
536241,452,4,29/08/2013,607,1,1,0,0,6656.446552082431
462562,972,6,14/02/2015,159,1,0,0,0,2503.716653778276
51193,46,6,31/01/2015,693,1,0,0,0,5849.233204883989
449277,839,5,21/11/2014,640,1,0,0,0,5675.963070779399
581436,753,5,10/10/2014,789,1,1,0,1,7881.877968405141
469332,230,6,22/02/2014,865,1,0,0,0,6749.066892812145
516877,1057,4,17/01/2013,605,1,0,0,0,5029.933803442109
156362,647,3,21/05/2014,663,1,1,0,0,7085.96871321334
557864,732,6,09/02/2013,335,1,0,0,0,3313.1469023265527
8312,305,4,17/04/2014,713,1,1,0,1,7367.509257137368
220584,348,3,12/02/2014,609,1,0,0,0,5409.914171160257
177778,102,4,19/06/2014,0,0,1,a,0,0.0
645811,729,6,12/01/2013,952,1,0,0,0,7021.005326689163
474944,868,2,23/04/2013,705,1,1,0,0,7209.98796578258
43547,553,1,09/03/2015,453,1,0,0,0,4767.73786767869
69409,647,6,09/11/2013,510,1,0,0,0,4686.562005043263
167827,661,3,11/12/2013,547,1,0,0,0,5177.947743664496
437758,549,4,10/01/2013,543,1,1,0,0,6010.551839960914
136745,756,6,04/01/2014,2817,1,0,0,0,18459.819042474614
488770,1107,7,13/10/2013,0,0,0,0,0,0.0
469311,327,2,07/04/2015,1029,1,0,0,0,8245.158273481182
30949,454,7,29/06/2014,0,0,0,0,0,0.0
377348,844,4,27/06/2013,420,1,0,0,0,4111.889133928751
648821,762,3,03/12/2014,397,1,1,0,0,5681.439801698958
418994,1007,2,21/05/2013,678,1,0,0,0,5771.7682390869595
211061,760,6,07/03/2015,1275,1,0,0,0,9327.219077989866
571995,1099,4,16/04/2015,922,1,1,0,1,8663.613284335472
284510,1080,3,06/03/2013,789,1,1,0,0,7567.681652489409
154304,1050,3,30/07/2014,555,1,1,0,1,6487.977896437165
276504,72,1,28/04/2014,760,1,1,0,0,7883.58214325062
618406,450,2,06/08/2013,946,1,0,0,1,7611.365317685355
62698,459,3,31/12/2014,490,1,0,0,1,5059.9662681946065
707119,351,1,27/04/2015,679,1,1,0,0,7496.471112644242
258987,991,4,21/11/2013,516,1,1,0,0,6123.111683317227
438095,434,5,12/06/2015,662,1,0,0,0,5840.3958046247135
456312,683,4,29/08/2013,989,1,1,0,0,8938.168401666975
605082,714,5,28/02/2014,357,1,0,0,0,3682.0952079088893
171632,292,7,29/06/2014,0,0,0,0,0,0.0
463403,180,6,02/02/2013,898,1,0,0,0,6800.934919059742
481513,870,5,27/06/2014,853,1,0,0,0,6798.570591979427
443943,502,1,20/07/2015,1441,1,0,0,0,10902.206975478912
328632,990,2,30/12/2014,652,1,0,0,1,6042.847164098581
709710,18,2,29/04/2014,754,1,1,0,1,7820.306003763166
431220,66,3,30/01/2013,399,1,0,0,0,4009.673830038868
267960,239,5,01/05/2015,0,0,1,a,0,0.0
604732,10,5,17/05/2013,649,1,1,0,0,6789.822723363701
492257,349,3,08/04/2015,814,1,0,0,1,6904.3174545504735
661666,390,1,17/03/2014,1317,1,1,0,0,11173.979529966076
348573,1035,2,29/10/2013,589,1,0,0,1,5442.667779501528
99266,796,3,03/12/2014,720,1,1,0,0,7634.015072972572
272018,328,6,03/01/2015,272,1,0,0,0,3242.0785106458934
334813,223,6,15/06/2013,552,1,0,0,0,4838.477620665741
483040,57,5,20/06/2014,917,1,1,0,0,8586.774450588971
297472,253,1,18/03/2013,1016,1,1,0,0,9225.574416682066
464802,964,1,30/06/2014,1688,1,1,0,0,13446.78001993848
16461,341,2,16/06/2015,914,1,1,0,0,8904.723699792812
661899,850,2,03/02/2015,671,1,1,0,0,7218.0510966411675
208178,72,1,11/11/2013,482,1,0,0,0,4992.036789207312
323397,101,3,03/12/2014,904,1,1,0,0,8849.344676309847
196524,899,4,18/06/2015,557,1,1,0,0,6505.334399034851
72790,689,3,25/02/2015,542,1,0,0,0,5106.253610922955
20144,540,4,11/07/2013,296,1,0,0,0,3429.0284659301396
651078,135,2,22/01/2013,509,1,1,0,0,6027.141671542253
664926,374,7,18/05/2014,0,0,0,0,0,0.0
46609,1058,2,21/05/2013,728,1,0,0,1,6110.418568554334
247061,375,1,18/08/2014,1052,1,1,0,1,9780.692802936363
255619,32,6,02/11/2013,355,1,0,0,0,3832.1363586597727
587198,888,6,17/08/2013,732,1,0,0,0,5901.304843327438
639253,84,3,09/01/2013,1292,1,1,0,0,10694.475984720862
630915,744,3,23/01/2013,850,1,1,0,0,7928.183075732202
49867,773,3,28/01/2015,810,1,1,0,0,7973.384968203143
210553,802,6,27/04/2013,571,1,0,0,0,4809.788658440753
557471,827,4,19/12/2013,1718,1,1,0,0,13463.573483168206
711179,216,3,25/12/2013,0,0,0,c,1,0.0
576017,932,5,27/03/2015,769,1,0,0,0,6324.912708818272
684608,103,1,22/04/2013,0,0,1,0,0,0.0
627106,187,1,28/01/2013,686,1,0,0,0,5886.91591843887
354861,557,4,14/05/2015,0,0,0,a,0,0.0
219900,640,3,15/10/2014,756,1,0,0,1,6570.476911694452
362463,364,4,28/08/2014,565,1,0,0,1,5314.739858805493
281418,170,6,03/08/2013,513,1,0,0,0,4670.100416522997
333007,939,5,23/08/2013,483,1,0,0,1,4509.390183626325
342468,376,5,01/05/2015,0,0,1,a,0,0.0
619541,421,3,27/02/2013,845,1,0,0,0,6693.154807431973
670227,386,2,30/06/2015,811,1,1,0,1,8324.560434142011
22628,48,5,29/05/2015,402,1,0,0,0,4296.150413210678
628177,569,6,08/11/2014,479,1,0,0,0,4653.9530285730725
472113,587,7,08/12/2013,0,0,0,0,0,0.0
357587,447,2,18/02/2014,601,1,1,0,0,6715.487177848176
547543,680,5,27/12/2013,1172,1,0,0,1,8858.051814522245
131732,364,7,27/10/2013,0,0,0,0,0,0.0
471946,67,3,08/04/2015,815,1,0,0,1,6951.0479774908745
158103,604,6,14/03/2015,538,1,0,0,0,4887.046057212225
197515,1073,5,06/02/2015,1000,1,1,0,0,8946.652973240532
106433,1085,2,02/04/2013,828,1,0,0,1,6668.911341040221
188825,476,1,14/04/2014,956,1,1,0,0,9005.589077656507
447866,104,2,17/06/2014,1300,1,1,0,0,11134.170732290251
75447,576,1,29/12/2014,934,1,0,0,1,7889.253249333589
38225,1106,4,02/10/2014,654,1,1,0,0,7043.755088532285
501137,125,6,14/12/2013,1677,1,0,0,0,11870.318020935287
380665,848,2,11/06/2013,642,1,0,0,0,5604.537290830107
111486,306,6,20/04/2013,290,1,0,0,0,3174.6022268054658
393889,809,4,21/11/2013,821,1,1,0,0,7997.75310591748
205097,792,6,20/09/2014,499,1,0,0,0,4682.666915772832
67656,123,2,12/08/2014,916,1,0,0,1,7624.5015175004955
231225,83,2,11/02/2014,303,1,0,0,0,3671.371573797951
427108,666,3,14/08/2013,675,1,1,0,1,7150.819065612857
519396,636,7,27/01/2013,0,0,0,0,0,0.0
526270,350,5,06/03/2015,578,1,1,0,0,6526.875755779736
586611,189,1,16/12/2013,1336,1,1,0,0,11473.626959983842
622407,213,1,30/06/2014,1188,1,1,0,0,10524.936812880973
126251,229,7,06/07/2014,0,0,0,0,0,0.0
321742,688,1,12/05/2014,328,1,0,0,0,3914.597460735182
516813,787,1,08/06/2015,1193,1,0,0,0,9318.278342400561
273525,686,2,16/09/2014,965,1,1,0,0,9119.693695968948
371395,35,3,02/07/2014,828,1,1,0,0,8230.739288855402
92873,886,1,17/11/2014,636,1,0,0,0,5955.713519047364
230403,145,1,12/08/2013,1642,1,1,0,1,13241.658739676874
25784,381,2,17/06/2014,1193,1,1,0,0,10445.768897943024
476733,923,5,25/07/2014,614,1,0,0,1,5417.826152770896
123574,653,4,23/05/2013,443,1,0,0,0,4243.265458525857
237883,610,6,03/08/2013,373,1,0,0,0,3758.2005284632323
232206,586,6,04/10/2014,3373,1,0,0,0,22154.46940747864
496471,535,5,25/04/2014,891,1,0,0,1,7052.2875175268855
456381,511,6,13/09/2014,750,1,0,0,0,6240.555733415706
341043,45,6,06/04/2013,459,1,0,0,0,4228.887622405775
565204,502,7,05/05/2013,0,0,0,0,0,0.0
463442,575,3,22/05/2013,385,1,0,0,1,4023.6997331291786
345258,678,6,12/10/2013,670,1,0,0,0,5619.957178535929
137556,1062,1,08/04/2013,766,1,1,0,0,7621.832459670084
200397,511,5,20/06/2014,852,1,1,0,0,8127.378408556397
552919,441,2,23/04/2013,646,1,1,0,0,6914.01213194977
289378,219,5,30/01/2015,431,1,1,0,0,5601.042278417852
15563,605,4,30/05/2013,0,0,1,a,1,0.0
201984,634,6,25/07/2015,378,1,0,0,0,4052.602238463238
21728,833,7,21/07/2013,0,0,0,0,0,0.0
203572,1073,7,21/09/2014,0,0,0,0,0,0.0
382235,363,3,21/01/2015,802,1,0,0,0,6693.392194358341
650154,770,3,01/10/2014,826,1,1,0,0,8212.278327032167
40924,326,5,06/06/2014,485,1,1,0,0,5922.3791288918
308683,898,7,23/02/2014,0,0,0,0,0,0.0
25550,1080,5,26/06/2015,825,1,0,0,0,6742.606991990353
166292,893,7,20/01/2013,0,0,0,0,0,0.0
6863,950,1,14/10/2013,552,1,0,0,0,5257.849568857753
492643,268,4,02/05/2013,753,1,1,0,0,7453.030246346199
389364,831,5,07/03/2014,1824,1,1,0,0,13864.635363207373
12756,792,1,22/07/2013,617,1,0,0,1,5621.658719176601
75250,903,5,17/01/2014,802,1,0,0,0,6312.342806324305
378575,210,2,31/03/2015,357,1,1,0,1,5498.902621105837
206381,146,5,26/06/2015,703,1,0,0,0,6137.951751387562
701654,393,2,16/07/2013,638,1,1,0,0,6968.879286559473
319970,806,1,11/11/2013,426,1,0,0,0,4546.801723466953
626311,1100,5,29/05/2015,657,1,0,0,0,5689.808290773421
428887,827,7,03/02/2013,0,0,0,0,0,0.0
264156,294,7,12/05/2013,0,0,0,0,0,0.0
212261,578,3,25/03/2015,594,1,0,0,0,5470.798317096545
239931,307,2,05/03/2013,435,1,1,0,0,5611.508455949661
665632,1044,6,23/02/2013,933,1,0,0,0,6899.760801464319
435575,969,3,19/11/2014,646,1,0,0,0,5848.961244394712
260338,1073,6,01/11/2014,0,0,0,a,0,0.0
567510,680,1,03/06/2013,855,1,1,0,0,8280.396918363636
